"age","gender","declared_income","premium_term","policy_term","premium_amount","booking_frequency","location","policy_type","current_status"
34,"male",1500000,20,30,30709,"Monthly","urban","ULIP","married"
34,"male",850000,20,30,16844,"Quarterly","urban","Term","married"
39,"male",1250000,10,20,28878,"Half_yearly","urban","ULIP","married"
32,"female",950000,15,25,15131,"Monthly","rural","Term","unmarried"
37,"male",1250000,15,25,29716,"Monthly","urban","ULIP","married"
42,"male",3e+05,30,40,12328,"Monthly","urban","Term","married"
49,"female",1200000,30,40,30788,"Half_yearly","semi-urban","ULIP","unmarried"
57,"male",1050000,20,30,30162,"Monthly","urban","ULIP","unmarried"
25,"male",1400000,10,20,28862,"Monthly","urban","ULIP","married"
47,"female",6e+05,25,35,22453,"Yearly","urban","Endowment","unmarried"
54,"female",250000,25,35,16885,"Quarterly","urban","Endowment","unmarried"
34,"female",1450000,20,30,29459,"Monthly","urban","ULIP","married"
59,"male",1400000,20,30,31616,"Yearly","rural","ULIP","married"
42,"female",1050000,20,30,29139,"Monthly","semi-urban","ULIP","married"
50,"male",1450000,30,40,30580,"Quarterly","urban","ULIP","unmarried"
28,"female",9e+05,5,15,18186,"Monthly","urban","Term","married"
37,"male",350000,15,25,13075,"Yearly","semi-urban","Term","married"
51,"male",1400000,30,40,32407,"Monthly","rural","ULIP","unmarried"
34,"male",2e+05,20,30,11851,"Monthly","urban","Term","married"
43,"female",5e+05,25,35,13817,"Monthly","urban","Term","married"
50,"female",750000,30,40,23059,"Yearly","urban","Endowment","married"
44,"female",4e+05,25,35,13555,"Half_yearly","rural","Term","unmarried"
60,"male",3e+05,20,30,16265,"Monthly","semi-urban","Endowment","widow"
44,"male",550000,30,40,12289,"Yearly","rural","Term","married"
52,"male",7e+05,30,40,23937,"Quarterly","urban","Endowment","unmarried"
47,"male",1050000,20,30,25848,"Half_yearly","semi-urban","ULIP","unmarried"
58,"male",1150000,30,40,28067,"Monthly","semi-urban","ULIP","married"
23,"female",5e+05,5,15,7595,"Half_yearly","rural","Term","married"
46,"male",4e+05,25,35,16724,"Quarterly","semi-urban","Endowment","married"
32,"male",450000,10,20,11635,"Monthly","urban","Term","married"
48,"female",1250000,30,40,29461,"Half_yearly","semi-urban","ULIP","married"
50,"male",250000,25,35,16248,"Monthly","urban","Endowment","unmarried"
56,"male",7e+05,20,30,19765,"Monthly","semi-urban","Endowment","married"
35,"male",5e+05,20,30,10100,"Quarterly","rural","Term","married"
48,"female",1400000,30,40,32304,"Yearly","semi-urban","ULIP","married"
24,"female",1050000,5,15,21923,"Monthly","semi-urban","ULIP","married"
34,"male",8e+05,15,25,16671,"Yearly","urban","Term","married"
48,"male",950000,25,35,21928,"Half_yearly","semi-urban","Endowment","unmarried"
55,"male",1050000,20,30,29344,"Yearly","semi-urban","ULIP","married"
39,"female",1350000,10,20,29735,"Monthly","rural","ULIP","married"
23,"male",650000,5,15,11083,"Monthly","semi-urban","Term","unmarried"
41,"female",1450000,30,40,29703,"Monthly","rural","ULIP","married"
24,"male",1400000,5,15,29011,"Monthly","urban","ULIP","married"
36,"male",9e+05,20,30,13973,"Half_yearly","rural","Term","married"
55,"male",1400000,25,35,30572,"Monthly","semi-urban","ULIP","unmarried"
25,"male",5e+05,10,20,10356,"Monthly","urban","Term","unmarried"
51,"female",1150000,20,30,29405,"Quarterly","urban","ULIP","married"
21,"female",350000,5,15,9156,"Half_yearly","rural","Term","unmarried"
47,"female",1150000,30,40,30922,"Monthly","urban","ULIP","unmarried"
22,"male",7e+05,5,15,15390,"Half_yearly","urban","Term","married"
24,"male",5e+05,5,15,11102,"Quarterly","rural","Term","married"
53,"female",1450000,20,30,31845,"Monthly","rural","ULIP","married"
18,"female",6e+05,10,20,10922,"Quarterly","semi-urban","Term","married"
58,"male",1350000,30,40,29933,"Yearly","urban","ULIP","married"
23,"male",250000,5,15,7857,"Quarterly","urban","Term","married"
27,"female",1350000,5,15,28236,"Monthly","urban","ULIP","married"
43,"female",1150000,30,40,27944,"Half_yearly","semi-urban","ULIP","married"
42,"female",5e+05,30,40,16009,"Quarterly","semi-urban","Term","widow"
23,"female",1150000,10,20,23510,"Quarterly","semi-urban","ULIP","married"
36,"male",8e+05,20,30,14662,"Half_yearly","rural","Term","unmarried"
48,"male",1400000,20,30,33416,"Monthly","urban","ULIP","married"
49,"female",950000,25,35,21769,"Quarterly","rural","Endowment","unmarried"
57,"male",750000,30,40,18823,"Half_yearly","semi-urban","Endowment","married"
28,"male",3e+05,10,20,5448,"Yearly","rural","Term","married"
45,"male",1200000,25,35,29679,"Monthly","urban","ULIP","married"
20,"male",1400000,5,15,30461,"Monthly","urban","ULIP","married"
34,"male",450000,20,30,9802,"Monthly","semi-urban","Term","married"
26,"female",1100000,5,15,24339,"Monthly","urban","ULIP","married"
31,"male",1450000,10,20,31383,"Monthly","semi-urban","ULIP","married"
27,"female",8e+05,10,20,16839,"Monthly","semi-urban","Term","married"
55,"female",1100000,20,30,27905,"Half_yearly","semi-urban","ULIP","widow"
42,"female",350000,30,40,12959,"Monthly","urban","Term","married"
34,"male",4e+05,20,30,12082,"Monthly","urban","Term","widow"
53,"male",750000,30,40,24039,"Quarterly","urban","Endowment","unmarried"
46,"female",850000,20,30,20560,"Half_yearly","rural","Endowment","married"
45,"male",3e+05,25,35,11665,"Monthly","semi-urban","Term","married"
31,"female",4e+05,10,20,12674,"Monthly","semi-urban","Term","married"
56,"male",1200000,20,30,33697,"Monthly","urban","ULIP","unmarried"
56,"male",1200000,30,40,32483,"Monthly","urban","ULIP","unmarried"
48,"male",9e+05,25,35,22194,"Monthly","urban","Endowment","married"
36,"female",6e+05,10,20,14401,"Half_yearly","urban","Term","married"
45,"male",1100000,30,40,30553,"Monthly","urban","ULIP","married"
58,"male",5e+05,30,40,18833,"Monthly","semi-urban","Endowment","married"
22,"male",5e+05,5,15,12360,"Monthly","rural","Term","married"
47,"male",3e+05,30,40,15147,"Quarterly","semi-urban","Endowment","married"
34,"female",6e+05,15,25,10567,"Yearly","semi-urban","Term","married"
33,"male",1450000,20,30,29636,"Yearly","semi-urban","ULIP","married"
58,"male",1300000,25,35,31385,"Yearly","rural","ULIP","married"
29,"female",450000,10,20,9087,"Quarterly","rural","Term","married"
54,"female",650000,30,40,19266,"Quarterly","rural","Endowment","married"
54,"male",1500000,30,40,34512,"Quarterly","urban","ULIP","unmarried"
55,"female",1400000,25,35,34187,"Half_yearly","urban","ULIP","unmarried"
41,"female",6e+05,25,35,15324,"Half_yearly","urban","Term","married"
31,"female",1100000,15,25,28212,"Quarterly","rural","ULIP","unmarried"
42,"female",1300000,25,35,29668,"Quarterly","urban","ULIP","unmarried"
43,"male",6e+05,25,35,15956,"Yearly","urban","Term","married"
24,"male",5e+05,5,15,10938,"Half_yearly","rural","Term","unmarried"
19,"male",750000,10,20,11903,"Monthly","urban","Term","married"
50,"male",9e+05,25,35,23026,"Yearly","urban","Endowment","married"
34,"male",5e+05,15,25,12963,"Half_yearly","urban","Term","married"
28,"female",5e+05,10,20,9971,"Half_yearly","rural","Term","unmarried"
23,"female",250000,5,15,10348,"Half_yearly","urban","Term","unmarried"
60,"female",850000,30,40,22360,"Monthly","semi-urban","Endowment","unmarried"
24,"male",1050000,10,20,26586,"Quarterly","urban","ULIP","married"
40,"female",650000,20,30,14445,"Yearly","urban","Term","married"
34,"male",5e+05,20,30,11560,"Half_yearly","rural","Term","married"
20,"male",6e+05,5,15,12032,"Monthly","semi-urban","Term","married"
28,"male",9e+05,5,15,17402,"Half_yearly","urban","Term","married"
26,"male",1150000,5,15,27563,"Quarterly","urban","ULIP","married"
48,"male",350000,30,40,16462,"Quarterly","urban","Endowment","married"
44,"female",7e+05,30,40,13729,"Half_yearly","semi-urban","Term","unmarried"
46,"female",550000,30,40,16359,"Half_yearly","rural","Endowment","married"
38,"female",1200000,20,30,31326,"Quarterly","rural","ULIP","unmarried"
40,"male",1200000,15,25,29298,"Monthly","urban","ULIP","married"
26,"female",1200000,5,15,27921,"Yearly","urban","ULIP","married"
56,"male",8e+05,25,35,24137,"Monthly","urban","Endowment","married"
38,"male",3e+05,20,30,11914,"Monthly","semi-urban","Term","married"
22,"male",750000,5,15,13939,"Half_yearly","urban","Term","unmarried"
38,"female",1100000,15,25,27022,"Half_yearly","semi-urban","ULIP","married"
54,"female",2e+05,25,35,15958,"Monthly","semi-urban","Endowment","unmarried"
50,"female",750000,25,35,22769,"Yearly","semi-urban","Endowment","married"
22,"male",5e+05,10,20,12316,"Quarterly","urban","Term","unmarried"
58,"male",5e+05,20,30,20438,"Monthly","urban","Endowment","married"
45,"male",350000,20,30,11909,"Quarterly","urban","Term","widow"
56,"male",1450000,20,30,34920,"Quarterly","urban","ULIP","married"
28,"male",1250000,5,15,30424,"Monthly","urban","ULIP","married"
54,"male",950000,25,35,22777,"Yearly","semi-urban","Endowment","married"
48,"male",1350000,30,40,30772,"Quarterly","rural","ULIP","married"
43,"female",1350000,30,40,31782,"Monthly","urban","ULIP","unmarried"
22,"female",450000,5,15,9910,"Quarterly","urban","Term","married"
43,"female",1400000,20,30,30712,"Monthly","semi-urban","ULIP","unmarried"
43,"male",1350000,30,40,28321,"Half_yearly","semi-urban","ULIP","widow"
38,"female",1350000,20,30,31278,"Monthly","rural","ULIP","unmarried"
53,"female",1450000,20,30,31313,"Monthly","semi-urban","ULIP","unmarried"
39,"female",9e+05,15,25,19542,"Quarterly","urban","Term","unmarried"
25,"male",7e+05,10,20,14925,"Quarterly","rural","Term","widow"
47,"male",1050000,20,30,27787,"Monthly","rural","ULIP","widow"
46,"male",2e+05,30,40,15461,"Quarterly","urban","Endowment","married"
24,"male",9e+05,10,20,13017,"Half_yearly","semi-urban","Term","married"
22,"female",9e+05,10,20,16294,"Yearly","urban","Term","married"
43,"male",1e+06,30,40,19337,"Monthly","urban","Term","unmarried"
21,"male",5e+05,5,15,15613,"Quarterly","urban","Term","married"
45,"female",2e+05,30,40,10363,"Monthly","rural","Term","unmarried"
39,"female",5e+05,15,25,14769,"Quarterly","rural","Term","married"
33,"female",1150000,15,25,27028,"Quarterly","semi-urban","ULIP","unmarried"
47,"female",1200000,30,40,31536,"Monthly","urban","ULIP","unmarried"
56,"male",1400000,30,40,32199,"Quarterly","urban","ULIP","married"
27,"male",1050000,10,20,24433,"Yearly","semi-urban","ULIP","married"
18,"male",1100000,5,15,28005,"Half_yearly","urban","ULIP","widow"
20,"female",1050000,10,20,26497,"Half_yearly","urban","ULIP","widow"
33,"female",1e+06,15,25,18330,"Monthly","urban","Term","married"
47,"male",1e+06,20,30,23958,"Monthly","semi-urban","Endowment","married"
24,"female",2e+05,5,15,11018,"Half_yearly","semi-urban","Term","married"
55,"female",6e+05,30,40,24033,"Monthly","urban","Endowment","widow"
22,"male",1500000,5,15,31091,"Half_yearly","urban","ULIP","married"
22,"male",1250000,10,20,26208,"Monthly","urban","ULIP","married"
37,"female",450000,15,25,10227,"Monthly","urban","Term","unmarried"
27,"male",9e+05,10,20,11344,"Quarterly","rural","Term","unmarried"
29,"female",350000,10,20,8933,"Quarterly","semi-urban","Term","married"
56,"female",1400000,30,40,36867,"Quarterly","urban","ULIP","married"
55,"male",850000,25,35,24701,"Monthly","urban","Endowment","married"
57,"female",1500000,20,30,32233,"Half_yearly","semi-urban","ULIP","unmarried"
22,"female",1150000,5,15,24557,"Half_yearly","urban","ULIP","married"
40,"male",1500000,20,30,29512,"Quarterly","semi-urban","ULIP","married"
59,"male",850000,30,40,21173,"Quarterly","semi-urban","Endowment","unmarried"
19,"male",1200000,10,20,27527,"Monthly","semi-urban","ULIP","married"
18,"male",3e+05,5,15,9852,"Yearly","urban","Term","married"
31,"female",8e+05,20,30,15201,"Monthly","urban","Term","married"
21,"female",1100000,10,20,24959,"Yearly","urban","ULIP","married"
25,"male",1e+06,5,15,16350,"Monthly","urban","Term","married"
49,"male",550000,30,40,18104,"Monthly","rural","Endowment","married"
43,"male",1400000,25,35,31337,"Monthly","urban","ULIP","unmarried"
22,"female",1150000,5,15,26034,"Monthly","urban","ULIP","unmarried"
35,"female",4e+05,15,25,11005,"Half_yearly","rural","Term","married"
43,"male",9e+05,30,40,18328,"Half_yearly","urban","Term","unmarried"
35,"female",7e+05,15,25,13740,"Monthly","semi-urban","Term","unmarried"
27,"male",3e+05,5,15,11571,"Monthly","urban","Term","unmarried"
29,"male",1500000,10,20,30953,"Quarterly","urban","ULIP","unmarried"
25,"female",3e+05,5,15,11465,"Quarterly","urban","Term","married"
41,"female",5e+05,25,35,13051,"Quarterly","rural","Term","unmarried"
20,"female",750000,5,15,12849,"Monthly","semi-urban","Term","married"
18,"male",1350000,5,15,29616,"Half_yearly","urban","ULIP","unmarried"
57,"male",1150000,20,30,31029,"Quarterly","urban","ULIP","married"
58,"female",7e+05,25,35,19152,"Monthly","rural","Endowment","married"
42,"female",950000,30,40,19744,"Monthly","urban","Term","unmarried"
41,"female",1250000,25,35,27551,"Half_yearly","rural","ULIP","unmarried"
57,"male",4e+05,20,30,21882,"Monthly","urban","Endowment","unmarried"
46,"male",8e+05,30,40,20738,"Monthly","rural","Endowment","married"
46,"male",950000,20,30,23945,"Monthly","urban","Endowment","married"
53,"female",1150000,30,40,30616,"Half_yearly","semi-urban","ULIP","unmarried"
41,"male",1250000,20,30,28254,"Monthly","semi-urban","ULIP","married"
58,"male",950000,25,35,25666,"Monthly","semi-urban","Endowment","married"
33,"female",650000,15,25,13081,"Quarterly","semi-urban","Term","unmarried"
27,"male",950000,5,15,15929,"Half_yearly","urban","Term","married"
25,"female",450000,10,20,10400,"Quarterly","semi-urban","Term","unmarried"
57,"female",650000,30,40,22770,"Monthly","urban","Endowment","unmarried"
25,"male",1100000,10,20,25124,"Yearly","rural","ULIP","widow"
54,"male",1e+06,30,40,23511,"Quarterly","urban","Endowment","widow"
28,"female",550000,5,15,17081,"Monthly","semi-urban","Term","unmarried"
38,"male",1400000,20,30,33636,"Quarterly","urban","ULIP","married"
48,"female",1200000,30,40,30345,"Yearly","semi-urban","ULIP","married"
45,"female",1250000,25,35,31207,"Half_yearly","urban","ULIP","unmarried"
25,"male",1500000,5,15,26319,"Monthly","rural","ULIP","married"
18,"male",1150000,10,20,25869,"Monthly","rural","ULIP","unmarried"
44,"female",4e+05,20,30,15038,"Monthly","urban","Term","married"
55,"male",3e+05,30,40,14744,"Yearly","semi-urban","Endowment","unmarried"
59,"male",750000,20,30,20526,"Monthly","rural","Endowment","unmarried"
42,"male",950000,25,35,19982,"Quarterly","urban","Term","married"
46,"female",9e+05,30,40,25451,"Monthly","urban","Endowment","unmarried"
39,"female",1450000,20,30,32537,"Half_yearly","urban","ULIP","married"
49,"female",750000,25,35,22268,"Monthly","urban","Endowment","married"
32,"female",850000,10,20,13889,"Half_yearly","rural","Term","married"
52,"male",1300000,25,35,30737,"Quarterly","semi-urban","ULIP","unmarried"
23,"male",6e+05,5,15,9668,"Quarterly","rural","Term","married"
47,"female",1100000,30,40,35990,"Monthly","urban","ULIP","married"
39,"male",9e+05,15,25,16605,"Half_yearly","semi-urban","Term","unmarried"
39,"male",5e+05,15,25,14053,"Yearly","semi-urban","Term","widow"
22,"male",1450000,5,15,27595,"Monthly","semi-urban","ULIP","married"
38,"female",1100000,15,25,31998,"Half_yearly","urban","ULIP","married"
44,"female",850000,30,40,17296,"Monthly","semi-urban","Term","married"
37,"male",1450000,20,30,33338,"Yearly","urban","ULIP","married"
51,"male",5e+05,30,40,18343,"Yearly","rural","Endowment","married"
26,"male",1050000,10,20,26846,"Quarterly","urban","ULIP","unmarried"
43,"female",550000,25,35,12975,"Monthly","semi-urban","Term","unmarried"
30,"female",5e+05,10,20,13956,"Quarterly","semi-urban","Term","married"
43,"male",1500000,25,35,31096,"Quarterly","rural","ULIP","married"
35,"male",350000,15,25,11644,"Monthly","semi-urban","Term","married"
18,"female",450000,10,20,11318,"Quarterly","urban","Term","married"
21,"female",750000,10,20,12294,"Monthly","rural","Term","married"
34,"male",1500000,15,25,28801,"Monthly","rural","ULIP","unmarried"
32,"female",5e+05,10,20,15649,"Monthly","urban","Term","married"
55,"male",1e+06,30,40,26083,"Quarterly","semi-urban","Endowment","married"
32,"male",8e+05,20,30,18257,"Yearly","semi-urban","Term","married"
29,"female",1300000,5,15,29821,"Quarterly","urban","ULIP","married"
43,"female",1150000,25,35,26037,"Quarterly","semi-urban","ULIP","married"
21,"male",450000,5,15,9528,"Monthly","semi-urban","Term","married"
57,"male",1500000,30,40,36807,"Half_yearly","urban","ULIP","unmarried"
60,"female",1500000,20,30,34173,"Monthly","rural","ULIP","unmarried"
57,"male",1350000,25,35,31803,"Quarterly","rural","ULIP","married"
31,"male",3e+05,15,25,10694,"Monthly","rural","Term","widow"
25,"male",6e+05,10,20,12832,"Monthly","rural","Term","unmarried"
22,"female",550000,5,15,15163,"Monthly","urban","Term","married"
48,"male",550000,25,35,21419,"Monthly","urban","Endowment","married"
